seventeen,129
ta,129
stumble,129
stealing,129
focus,129
southern,129
express,129
sword,129
liked,128
destination,128
granted,128
cream,128
drain,128
addicted,128
talks,128
shades,128
v,128
aye,128
time's,128
aw,127
hears,127
driven,127
hearted,127
echoes,127
shown,127
meat,127
ain,127
whistle,127
picking,127
fooled,127
flood,127
rewind,126
troubled,126
ships,126
static,126
disco,126
pool,126
void,126
throne,126
fuse,126
thats,126
swinging,125
tip,125
sending,125
maria,125
plenty,125
piya,125
add,125
sickness,125
enter,125
body's,125
rah,125
discover,125
stepped,125
tables,125
callin',125
deliver,124
charm,124
mist,124
roller,124
defeat,124
quickly,124
rocket,124
rock'n'roll,124
afford,123
surface,123
invincible,123
laying,123
forest,123
tore,123
jail,123
tomorrow's,123
orleans,123
ol',123
why'd,123
lyin',123
parts,123
cowboy,123
oop,123
hasn't,122
speaks,122
crew,122
cutting,122
presence,122
affair,122
cheek,122
hesitate,122
dropped,122
type,122
insanity,122
compromise,122
smiled,122
creation,121
bars,121
jealous,121
youâ,121
heels,121
howling,121
billy,121
harmony,121
press,121
figured,121
flew,121
pie,121
piano,121
colour,121
pounding,120
jb,120
balls,120
society,120
cops,120
babies,120
cadillac,120
fragile,120
rape,120
fills,120
hunt,119
dick,119
pulse,119
day's,119
itself,119
science,119
cigarettes,119
fruit,119
follows,119
shy,119
foreign,119
mass,119
thy,118
aware,118
sisters,118
spite,118
givin',118
gaze,118
forth,118
oceans,118
shiver,118
lullaby,118
ignorance,118
jealousy,118
facts,118
also,118
ohhh,118
pardon,118
courage,118
meets,118
hatred,118
finds,117
marry,117
bank,117
serve,117
fifteen,117
buddy,117
slips,117
weapon,117
smooth,117
mexico,117
decided,116
bold,116
rooms,116
intentions,116
dude,116
captain,116
english,116
winning,116
denial,116
nasty,116
whispered,115
sane,115
terror,115
blowin',115
shift,115
ooooh,115
that'll,115
trap,115
delight,115
jumping,115
freaks,115
soldiers,115
sober,115
ego,115
lace,114
claus,114
crowded,114
shatter,114
o'clock,114
castle,114
bent,114
swore,114
solid,114
third,114
reveal,114
leg,114
leaf,114
chaos,114
feeds,114
teenage,114
arrive,114
laws,114
public,114
tock,114
ticking,114
heyr,114
concrete,114
pin,113
hound,113
sting,113
sung,113
abuse,113
kneel,113
maker,113
yard,113
dip,112
texas,112
alibi,112
wishes,112
neither,112
inner,112
mold,112
goddamn,112
gon',112
worried,112
shop,112
roar,112
ee,112
cracked,112
houses,111
government,111
bride,111
rabbit,111
relax,111
goodbyes,111
